industry,job_role,education_level,experience_years,ai_adoption_level,automation_risk,skill_shift_level,salary_change_percent,job_replacement_probability
Education,Teacher,Master,8,0.4688216693356548,0.4392181821766176,0.5292011806836061,9.627275417773454,0.29125289153772654
Finance,Clerk,Diploma,6,0.6307441803666887,0.7943234266617177,0.8336970992418332,26.686566588375698,0.49547016959221235
Manufacturing,Manager,High School,3,0.5676711305443428,0.49190578425875,0.6816975464845381,16.587775529690465,0.4063392393168946
Education,Manager,Master,12,0.46962030012449774,0.2970875802224301,0.4793854937415837,14.744471408045065,0.18760887180528402
Manufacturing,Clerk,High School,16,0.6849647295029768,0.8013303958943558,1.0,31.119468823906438,0.5202367112606893
Finance,Manager,Bachelor,1,0.8276934987946267,0.782008797625407,0.9451974461601494,32.70228147454254,0.5136998577147339
Finance,Data Analyst,Master,4,0.6896965262114181,0.6024802765277839,0.9296577445651013,27.4853186802428,0.5813403630756998
Manufacturing,Support Staff,Master,11,0.8788780289527278,1.0,1.0,35.07135113261924,0.763695165389242
IT,Manager,High School,20,0.7271692927156564,0.5054073982928728,0.5541411299647235,14.369429912787686,0.36224635681706163
Healthcare,Technician,Master,7,0.6040040686274362,0.71449189757163,0.8985009991210942,32.50576907257878,0.5425308830422978
Logistics,Manager,Master,5,0.666037157297054,0.5228237055303613,0.8245001727091454,31.446192254931187,0.3227350665979601
IT,Software Engineer,Master,7,0.9087928804409591,0.6832812467207225,0.9249125061417205,36.025984130015175,0.4831733444491594
IT,Data Analyst,Bachelor,17,0.7251337523903879,0.6029360650250604,0.9332584040039895,34.39774276190862,0.37446052434373955
Retail,Software Engineer,High School,2,0.5827480806832208,0.5503642795409491,0.5381758903278858,12.169238703838603,0.5092266039149166
Logistics,Software Engineer,Master,21,0.6243141375699042,0.6448871718766804,0.7300841281058859,28.873391878037445,0.4618432438140909
Logistics,Technician,Diploma,11,0.7099887412172108,0.9015112937321657,0.9891528135168909,36.91179295979285,0.617888449992799
IT,Data Analyst,Diploma,2,0.7644656254531362,0.7894072547895387,0.9552567024659102,27.589320981569152,0.7704940449483537
Education,Data Analyst,Diploma,21,0.5615199589128383,0.6675905120795954,0.9188701400000187,37.40018686335685,0.4040642296426643
Retail,Nurse,Diploma,5,0.3795054601139726,0.34953621752690145,0.4207051278650161,7.078343426662249,0.3243201723506737
Retail,Data Analyst,Bachelor,1,0.6325162615769158,0.7305334409564451,0.9593588038500067,27.6389740929044,0.7245525483063328
Finance,Data Analyst,Master,22,0.8014618690352817,0.8287560955109593,1.0,34.78156820475791,0.48415487082007014
Government,Data Analyst,High School,11,0.48603830897838746,0.5530667987352441,0.6690936527833045,17.51953873822881,0.3650317739650306
Logistics,Technician,Master,1,0.6294542379916217,0.8002594435443511,1.0,33.43048369524152,0.6513051492398796
IT,Manager,Bachelor,5,0.8034347430107665,0.6464293439095932,0.7274045187003864,18.545644429651894,0.5454320299402536
Finance,Nurse,Diploma,16,0.8486918002837069,0.8943313081783769,0.9858158829158407,31.044512580031743,0.6666026283626829
Manufacturing,Software Engineer,Bachelor,2,0.6302101829249568,0.5905504064486553,0.9381932251990666,26.10298534132312,0.5742341829601085
Healthcare,Data Analyst,Master,1,0.5414065880566156,0.49647389944431985,0.8504688593316312,27.470413035592564,0.44351263787204265
Government,Teacher,High School,22,0.434736433883814,0.28088132153122003,0.37850527179489074,12.249848696962628,0.09341866212679543
Government,Manager,Bachelor,19,0.4453036725515012,0.3066687341336859,0.4874883912826823,11.595373713780793,0.1156152236264946
Government,Manager,High School,7,0.27140863300850254,0.1703266211665316,0.16993675497316996,-8.537037508439147,0.11675087680686694
Retail,Software Engineer,Bachelor,21,0.5788979323189304,0.6029500686736776,0.783973368366413,23.00550021973271,0.3203561630288665
Manufacturing,Technician,High School,11,0.8364293482684682,0.7753067551603219,0.9721702795583034,38.92399730416834,0.6626913021726861
Government,Clerk,High School,3,0.2175065018873893,0.49145241397827466,0.6312634936254979,16.929381128220847,0.357944971422176
Manufacturing,Clerk,Diploma,4,0.8690324526638609,1.0,1.0,33.242873715382096,0.7444126420694622
Education,Manager,High School,12,0.26032641930082207,0.11289738474158134,0.08340975711031788,-11.389970790314603,0.013809988673094131
Government,Support Staff,Diploma,14,0.32458986137093804,0.5678308929494591,0.6106538808983493,21.023068908228506,0.4384096292339215
Healthcare,Support Staff,Master,24,0.3555346186815367,0.6252741937936988,0.734689914281188,26.19786311383841,0.31121685470096067
Manufacturing,Software Engineer,Master,22,0.5770008089888536,0.5714745738253457,0.6549488174336463,18.297668017552333,0.41604703250482256
Manufacturing,Clerk,Diploma,15,0.8689088998130277,1.0,1.0,31.320885122172687,0.7471537376710224
Healthcare,Manager,Diploma,9,0.4742012907611517,0.4678498196139199,0.45750468115331355,8.98836501548309,0.38752619223271473
Government,Technician,Bachelor,24,0.34867003564876853,0.45650345287907046,0.516672848083557,20.096221734100375,0.27002481285141894
Healthcare,Clerk,Bachelor,22,0.4253705334838934,0.6279625076697251,0.8195261471885452,33.66221133389683,0.3162933814596844
Manufacturing,Manager,Bachelor,15,0.7589835195653519,0.7552900847602112,0.8128998305550624,28.814648939725444,0.6183399214945563
Healthcare,Manager,Master,11,0.5581811251372264,0.47298330705543934,0.5453412256562553,17.4707922812932,0.2639940465047353
Manufacturing,Data Analyst,Bachelor,16,0.6802701371388268,0.7381190536237213,0.8492051511334812,24.796101249841097,0.5234459861895578
Manufacturing,Technician,High School,15,0.6665622051318895,0.6760003976813972,0.6531120821990859,21.447556484573123,0.4051781065486332
Education,Data Analyst,High School,11,0.5597375078632056,0.6603100275229425,0.7406668433209744,25.533596391290025,0.5480725796168819
IT,Software Engineer,Bachelor,7,0.7841494838747705,0.5669298214028967,0.60275830100702,12.932677660281405,0.514387272102284
Manufacturing,Data Analyst,High School,19,0.7227253472540429,0.8926465728316545,1.0,41.361856794923106,0.6583438595639165
Government,Teacher,Master,2,0.29915666684872577,0.21823001736389097,0.5854117491661894,11.083489562730762,0.17211328840241252
Finance,Data Analyst,High School,15,0.7753693261749945,0.6761096405274544,0.8363119514121224,26.395766131702917,0.5452542750582169
